,index,M_Call_Name,M_Call_Arg,Receiver_var,File_Name_x,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing,M_D_Name,M_D_Arg,File_Name_y,Class_name,M_D_Arg_len,File_Name_without_extension
13,13,"_run,add_argument","-c ; <class 'str'>, --color ; <class 'str'>",,D:\Testing\Julian\Ivoire\ivoire\run.py,add_argument,2,_run, --color ; <class 'str'> -c ; <class 'str'>,add_argument,'self',D:\Testing\KavenC\Linot\linot\arg_parser.py,LinotArgParser,1.0,arg_parser
88,88,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\posse.py,,1.0,posse
89,89,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\twitter.py,,1.0,twitter
90,90,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\wordpress.py,,1.0,wordpress
91,91,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'self', 'fd', 'mask'",D:\Testing\Lawouach\WebSocket-for-Python\test\test_manager.py,FakeEpoll,3.0,test_manager
92,92,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'cls', 'name', 'type_'",D:\Testing\leapfrogonline\scio\scio\static.py,Client,3.0,static
93,93,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'self', 'name', 'cls'",D:\Testing\leapfrogonline\scio\scio\static.py,TypeRegistry,3.0,static
94,94,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'self', 'key', 'func'",D:\Testing\lepture\flask-weixin\flask_weixin.py,Weixin,3.0,flask_weixin
95,95,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'cls', 'resource_body_cls'",D:\Testing\letsencrypt\letsencrypt\acme\acme\messages.py,Directory,2.0,messages
96,96,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,'unused_linter',D:\Testing\letsencrypt\letsencrypt\linter_plugin.py,,1.0,linter_plugin
97,97,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,,D:\Testing\levlaz\braindump\app\auth\views.py,,1.0,views
98,98,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,"'request', 'success_url', 'form_class', 'template_name', 'extra_context'",D:\Testing\lig\django-registration-me\registration\views.py,,5.0,views
99,99,"admin,site,register","TopCategory ; <class 'str'>, TopCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, TopCategoryAdmin ; <class 'str'> TopCategory ; <class 'str'>,register,,D:\Testing\limodou\uliweb\uliweb\contrib\auth\views.py,,1.0,views
100,100,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'name', 'check', 'simplifier'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\json.py,JSONEncoder,4.0,json
101,101,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'name', 'decoder'",D:\Testing\kdart\pycopia\WWW\pycopia\WWW\json.py,JSONObjectDecoder,3.0,json
102,102,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'klass', 'command'",D:\Testing\kennethreitz\legit\legit\cli.py,Command,2.0,cli
103,103,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'self',D:\Testing\kfdm\gntp\gntp\notifier.py,GrowlNotifier,1.0,notifier
104,104,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'name',D:\Testing\Kitware\minerva\server\libs\carmen\resolver.py,,1.0,resolver
105,105,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'defcls',D:\Testing\kivy\kivy\kivy\core\image\__init__.py,ImageLoader,1.0,__init__
106,106,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'name', 'classname'",D:\Testing\kivy\kivy\kivy\input\factory.py,MotionEventFactory,2.0,factory
107,107,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'category', 'limit', 'timeout'",D:\Testing\kivy\kivy\kivy\cache.py,Cache,3.0,cache
108,108,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'registry_name', 'value', 'object'",D:\Testing\kivy\python-for-android\pythonforandroid\bootstraps\pygame\build\buildlib\argparse.py,_ActionsContainer,4.0,argparse
109,109,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'registry_name', 'value', 'object'",D:\Testing\kleientertainment\ds_mod_tools\pkg\win32\Python27\Lib\argparse.py,_ActionsContainer,4.0,argparse
110,110,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'app'",D:\Testing\klen\Flask-Foundation\base\auth\utils.py,UserManager,2.0,utils
111,111,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'field_type', 'impl'",D:\Testing\kmmbvnr\django-any\django_any\functions.py,ExtensionMethod,3.0,functions
112,112,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'username', 'password'",D:\Testing\kootenpv\yagmail\yagmail\yagmail.py,,2.0,yagmail
113,113,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'context', 'request'",D:\Testing\Kotti\Kotti\kotti\views\login.py,,2.0,login
114,114,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,"'self', 'context', 'name', 'obj'",D:\Testing\Kotti\Kotti\kotti\events.py,subscribe,4.0,events
115,115,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,,D:\Testing\kura\pelican-githubprojects\pelican_githubprojects\github.py,,1.0,github
116,116,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'self',D:\Testing\kuri65536\python-for-android\python-modules\twisted\twisted\test\test_sip.py,RegistrationTestCase,1.0,test_sip
117,117,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\instagram.py,,1.0,instagram
118,118,"admin,site,register","SubCategory ; <class 'str'>, SubCategoryAdmin ; <class 'str'>",,D:\Testing\jumoconnect\openjumo\jumodjango\discovery\admin.py,register,2,admin, SubCategoryAdmin ; <class 'str'> SubCategory ; <class 'str'>,register,'app',D:\Testing\kylewm\redwind\redwind\plugins\posse.py,,1.0,posse
