,index,M_Call_Name,M_Call_Arg,Receiver_var,File_Name_x,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass,M_D_Name,M_D_Arg,File_Name_y,Class_name,M_D_Arg_len,File_Name_without_extension
234,234,USTimeZone,", Pacific ; <class 'str'>, PST ; <class 'str'>, PDT ; <class 'str'>",Pacific,D:\Testing\2cloud\AppEngine\timestamp.py,USTimeZone,4, PDT ; <class 'str'>  PST ; <class 'str'>  Pacific ; <class 'str'> ,,,,,,,
235,235,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
236,236,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'report',D:\Testing\bkonkle\django-reporter\reporter\registration.py,,1.0,registration
237,237,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,Domain,1.0,layer2
238,238,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,WorkflowType,1.0,layer2
239,239,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,ActivityType,1.0,layer2
240,240,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'linter',D:\Testing\box\ClusterRunner\test\framework\pylint\__init__.py,,1.0,__init__
241,241,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'linter',D:\Testing\brettcannon\caniusepython3\caniusepython3\pylint_checker.py,,1.0,pylint_checker
242,242,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'operation', 'function'",D:\Testing\BruceSherwood\vpython-wx\site-packages\vidle3\WidgetRedirector.py,WidgetRedirector,3.0,WidgetRedirector
243,243,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_new_user_form\app\auth\views.py,,1.0,views
244,244,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_reset\app\auth\views.py,,1.0,views
245,245,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_update\app\auth\views.py,,1.0,views
246,246,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'cls', 'name', 'public_key_type', 'create_verifier'",D:\Testing\BU-NU-CLOUD-SP16\Trusted-Platform-Module-nova\nova\signature_utils.py,SignatureKeyType,4.0,signature_utils
247,247,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'f',D:\Testing\bueda\django-comrade\comrade\cronjobs\__init__.py,,1.0,__init__
248,248,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'model', 'permissions'",D:\Testing\callowayproject\django-objectpermissions\objectpermissions\registration.py,,2.0,registration
249,249,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'listener'",D:\Testing\CarterBain\Medici\ib\opt\dispatcher.py,Dispatcher,2.0,dispatcher
250,250,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'model', 'feed_attr'",D:\Testing\caseywstark\colab\colab\apps\object_feeds\__init__.py,,2.0,__init__
251,251,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,,D:\Testing\cburmeister\flask-bones\app\auth\views.py,,1.0,views
252,252,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'name', 'encoder', 'decoder', 'content_type', 'content_encoding'",D:\Testing\celery\kombu\kombu\serialization.py,SerializerRegistry,6.0,serialization
253,253,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'name', 'method'",D:\Testing\cenobites\flask-jsonrpc\flask_jsonrpc\site.py,JSONRPCSite,3.0,site
254,254,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,'request',D:\Testing\chaosk\teerace\teerace\accounts\views.py,,1.0,views
255,255,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'app', 'options', 'first_registration'",D:\Testing\Chitrank-Dixit\InMyMind\src\lib\flask\blueprints.py,Blueprint,4.0,blueprints
256,256,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'self', 'parent'",D:\Testing\circuits\circuits\circuits\core\components.py,BaseComponent,2.0,components
257,257,"admin,site,register","Metric ; <class 'str'>, MetricAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricAdmin ; <class 'str'> Metric ; <class 'str'>,admin,register,"'name', 'func'",D:\Testing\CiscoSystems\avos\openstack_dashboard\openstack\common\policy.py,,2.0,policy
258,258,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
259,259,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'report',D:\Testing\bkonkle\django-reporter\reporter\registration.py,,1.0,registration
260,260,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,Domain,1.0,layer2
261,261,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,WorkflowType,1.0,layer2
262,262,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,ActivityType,1.0,layer2
263,263,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'linter',D:\Testing\box\ClusterRunner\test\framework\pylint\__init__.py,,1.0,__init__
264,264,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'linter',D:\Testing\brettcannon\caniusepython3\caniusepython3\pylint_checker.py,,1.0,pylint_checker
265,265,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'operation', 'function'",D:\Testing\BruceSherwood\vpython-wx\site-packages\vidle3\WidgetRedirector.py,WidgetRedirector,3.0,WidgetRedirector
266,266,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_new_user_form\app\auth\views.py,,1.0,views
267,267,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_reset\app\auth\views.py,,1.0,views
268,268,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_update\app\auth\views.py,,1.0,views
269,269,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'cls', 'name', 'public_key_type', 'create_verifier'",D:\Testing\BU-NU-CLOUD-SP16\Trusted-Platform-Module-nova\nova\signature_utils.py,SignatureKeyType,4.0,signature_utils
270,270,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'f',D:\Testing\bueda\django-comrade\comrade\cronjobs\__init__.py,,1.0,__init__
271,271,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'model', 'permissions'",D:\Testing\callowayproject\django-objectpermissions\objectpermissions\registration.py,,2.0,registration
272,272,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'listener'",D:\Testing\CarterBain\Medici\ib\opt\dispatcher.py,Dispatcher,2.0,dispatcher
273,273,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'model', 'feed_attr'",D:\Testing\caseywstark\colab\colab\apps\object_feeds\__init__.py,,2.0,__init__
274,274,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,,D:\Testing\cburmeister\flask-bones\app\auth\views.py,,1.0,views
275,275,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'name', 'encoder', 'decoder', 'content_type', 'content_encoding'",D:\Testing\celery\kombu\kombu\serialization.py,SerializerRegistry,6.0,serialization
276,276,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'name', 'method'",D:\Testing\cenobites\flask-jsonrpc\flask_jsonrpc\site.py,JSONRPCSite,3.0,site
277,277,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,'request',D:\Testing\chaosk\teerace\teerace\accounts\views.py,,1.0,views
278,278,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'app', 'options', 'first_registration'",D:\Testing\Chitrank-Dixit\InMyMind\src\lib\flask\blueprints.py,Blueprint,4.0,blueprints
279,279,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'self', 'parent'",D:\Testing\circuits\circuits\circuits\core\components.py,BaseComponent,2.0,components
280,280,"admin,site,register","MetricValue ; <class 'str'>, MetricValueAdmin ; <class 'str'>",,D:\Testing\2gis\badger-api\metrics\admin.py,register,2, MetricValueAdmin ; <class 'str'> MetricValue ; <class 'str'>,admin,register,"'name', 'func'",D:\Testing\CiscoSystems\avos\openstack_dashboard\openstack\common\policy.py,,2.0,policy
281,281,patterns," ; <class 'str'>, , , , , , , , , , ",urlpatterns,D:\Testing\2gis\badger-api\pycd\urls.py,patterns,11, ; <class 'str'>,,,,,,,
282,282,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'request',D:\Testing\2buntu\2buntu-blog\twobuntu\accounts\views.py,,1.0,views
283,283,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'report',D:\Testing\bkonkle\django-reporter\reporter\registration.py,,1.0,registration
284,284,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,Domain,1.0,layer2
285,285,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,WorkflowType,1.0,layer2
286,286,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'self',D:\Testing\boto\boto\boto\swf\layer2.py,ActivityType,1.0,layer2
287,287,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'linter',D:\Testing\box\ClusterRunner\test\framework\pylint\__init__.py,,1.0,__init__
288,288,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'linter',D:\Testing\brettcannon\caniusepython3\caniusepython3\pylint_checker.py,,1.0,pylint_checker
289,289,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,"'self', 'operation', 'function'",D:\Testing\BruceSherwood\vpython-wx\site-packages\vidle3\WidgetRedirector.py,WidgetRedirector,3.0,WidgetRedirector
290,290,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_new_user_form\app\auth\views.py,,1.0,views
291,291,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_reset\app\auth\views.py,,1.0,views
292,292,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,,D:\Testing\bt3gl\Neat-Problems-in-Python-and-Flask\USEFUL\snippets_and_examples_Flask\example_password_update\app\auth\views.py,,1.0,views
293,293,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,"'cls', 'name', 'public_key_type', 'create_verifier'",D:\Testing\BU-NU-CLOUD-SP16\Trusted-Platform-Module-nova\nova\signature_utils.py,SignatureKeyType,4.0,signature_utils
294,294,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,'f',D:\Testing\bueda\django-comrade\comrade\cronjobs\__init__.py,,1.0,__init__
295,295,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,"'model', 'permissions'",D:\Testing\callowayproject\django-objectpermissions\objectpermissions\registration.py,,2.0,registration
296,296,"router,register","projects ; <class 'str'>, ProjectViewSet ; <class 'str'>",,D:\Testing\2gis\badger-api\pycd\urls.py,register,2, ProjectViewSet ; <class 'str'> projects ; <class 'str'>,router,register,"'self', 'listener'",D:\Testing\CarterBain\Medici\ib\opt\dispatcher.py,Dispatcher,2.0,dispatcher
