,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
12,getattr,"settings ; <class 'str'>, PAYPAL_DONATION_SANDBOX_IMAGE ; <class 'str'>, https://www.sandbox.paypal.com/en_US/i/btn/btn_donateCC_LG.gif ; <class 'str'>",DONATION_SANDBOX_IMAGE,D:\Testing\14\y-a-r-g\idea-color-themes\paypal\standard\conf.py,getattr,3,, https://www.sandbox.paypal.com/en_US/i/btn/btn_donateCC_LG.gif ; <class 'str'>  PAYPAL_DONATION_SANDBOX_IMAGE ; <class 'str'> settings ; <class 'str'>
16,namedtuple,"Column ; <class 'str'>, List_value ; List",Column,D:\Testing\14\yadutaf\ctop\cgroup_top.py,namedtuple,2,, List_value ; List Column ; <class 'str'>
17,"sys,path,insert","1 ; <class 'int'>, ",,D:\Testing\14\yahoo\lopq\python\test\tests.py,insert,2,sys,1 ; <class 'int'>
26,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
27,splice,"op ; <class 'str'>, addInternalPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addInternalPort ; <class 'str'> op ; <class 'str'>
28,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
29,splice,"op ; <class 'str'>, addInternalPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addInternalPort ; <class 'str'> op ; <class 'str'>
30,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
31,splice,"op ; <class 'str'>, addInternalPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addInternalPort ; <class 'str'> op ; <class 'str'>
32,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
33,splice,"op ; <class 'str'>, addInternalPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addInternalPort ; <class 'str'> op ; <class 'str'>
34,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
35,splice,"op ; <class 'str'>, addInputPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addInputPort ; <class 'str'> op ; <class 'str'>
36,splice,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,,op ; <class 'str'>
37,splice,"op ; <class 'str'>, addOutputPort ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,splice,2,, addOutputPort ; <class 'str'> op ; <class 'str'>
38,set_kl,"op ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,set_kl,2,,op ; <class 'str'>
39,set_kl,"op ; <class 'str'>, initCharacter ; <class 'str'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,set_kl,3,, initCharacter ; <class 'str'> op ; <class 'str'>
40,set_kl,"op ; <class 'str'>, initCharacter ; <class 'str'>, klCode ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,set_kl,3,, klCode ; <class 'str'>  initCharacter ; <class 'str'> op ; <class 'str'>
41,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
42,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
43,"Application,Translate"," ; <class 'str'>, 7.21095660746 ; <class 'float'>, 14.9754557972 ; <class 'float'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,Translate,4,Application, 14.9754557972 ; <class 'float'>  7.21095660746 ; <class 'float'>  ; <class 'str'>
44,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
45,"Application,Translate"," ; <class 'str'>, , 14.9612588443 ; <class 'float'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,Translate,4,Application, 14.9612588443 ; <class 'float'>    ; <class 'str'>
46,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
47,"Application,Translate"," ; <class 'str'>, 1.5139886508 ; <class 'float'>, 0.913547291364 ; <class 'float'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,Translate,4,Application, 0.913547291364 ; <class 'float'>  1.5139886508 ; <class 'float'>  ; <class 'str'>
48,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
49,"Application,Translate"," ; <class 'str'>, , 0.913547291364 ; <class 'float'>, ",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,Translate,4,Application, 0.913547291364 ; <class 'float'>    ; <class 'str'>
50,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
51,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
52,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
53,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
54,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
55,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
56,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
57,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
58,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
59,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
60,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
61,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
62,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
63,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
64,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
65,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
66,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
67,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
68,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
69,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
70,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
71,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
72,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
73,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
74,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
75,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
76,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
77,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
78,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
79,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
80,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
81,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
82,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
83,"Application,GetPrim","Null ; <class 'str'>,  ; <class 'str'>, Scene_Root ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,GetPrim,4,Application,  ; <class 'str'>  Scene_Root ; <class 'str'>   ; <class 'str'> Null ; <class 'str'>
84,"Application,ImportModel","bip_man ; <class 'str'>,  ; <class 'str'>,  ; <class 'str'>,  ; <class 'str'>,  ; <class 'str'>,  ; <class 'str'>,  ; <class 'str'>",,D:\Testing\14\yamahigashi\fabric-fabrik-fullbody-ik\Tests\DCCSetupScripts\Softimage\SoftimageSplice_FullBodyIK.py,ImportModel,7,Application,  ; <class 'str'>   ; <class 'str'>   ; <class 'str'>   ; <class 'str'>   ; <class 'str'>   ; <class 'str'> bip_man ; <class 'str'>
94,"router,register","stuff ; <class 'str'>, <ast.Name object at 0x000001D7FA368640> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA368640> ; <class 'ast.Name'> stuff ; <class 'str'>
95,"router,register","stuff-linked ; <class 'str'>, <ast.Name object at 0x000001D7FA368430> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA368430> ; <class 'ast.Name'> stuff-linked ; <class 'str'>
96,"router,register","related-stuff ; <class 'str'>, <ast.Name object at 0x000001D7FA368700> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA368700> ; <class 'ast.Name'> related-stuff ; <class 'str'>
97,"router,register","related-stuff-linked ; <class 'str'>, <ast.Name object at 0x000001D7FA3684F0> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA3684F0> ; <class 'ast.Name'> related-stuff-linked ; <class 'str'>
98,"router,register","many-related-stuff ; <class 'str'>, <ast.Name object at 0x000001D7FA462070> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA462070> ; <class 'ast.Name'> many-related-stuff ; <class 'str'>
99,"router,register","many-related-stuff-linked ; <class 'str'>, <ast.Name object at 0x000001D7FA4626A0> ; <class 'ast.Name'>",,D:\Testing\14\ydaniv\django-rest-assured\tests\urls.py,register,2,router, <ast.Name object at 0x000001D7FA4626A0> ; <class 'ast.Name'> many-related-stuff-linked ; <class 'str'>
106,namedtuple,"MetricInfo ;<class 'str'>, name aws_type diamond_type precision default_to_zero ;<class 'str'>",MetricInfo,D:\Testing\14\Yelp\fullerite\src\diamond\collectors\elb\elb.py,namedtuple,2,, name aws_type diamond_type precision default_to_zero ;<class 'str'> MetricInfo ;<class 'str'>
107,re_compile,"^Node\s+(?P<node>\d+),\s+zone\s+(?P<zone>\w+)$ ; <class 'str'>",node_re,D:\Testing\14\Yelp\fullerite\src\diamond\collectors\numazoneinfo\numazoneinfo.py,re_compile,2,,\s+zone\s+(?P<zone>\w+)$ ; <class 'str'> ^Node\s+(?P<node>\d+)
119,combine_dicts,"<ast.Name object at 0x000001D7FA3AE550> ;<class 'ast.Name'>, ",COMBINERS,D:\Testing\14\Yelp\mrjob\mrjob\hadoop.py,combine_dicts,2,,<ast.Name object at 0x000001D7FA3AE550> ;<class 'ast.Name'>
