,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
165,public_factory,"<ast.Name object at 0x000001F7FEB0A3D0> ; <class 'ast.Name'>, .expression.desc ; <class 'str'>",desc,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.desc ; <class 'str'> <ast.Name object at 0x000001F7FEB0A3D0> ; <class 'ast.Name'>
166,public_factory,"<ast.Name object at 0x000001F7FEB0A0D0> ; <class 'ast.Name'>, .expression.distinct ; <class 'str'>",distinct,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.distinct ; <class 'str'> <ast.Name object at 0x000001F7FEB0A0D0> ; <class 'ast.Name'>
167,public_factory,"<ast.Name object at 0x000001F7FEB0AC40> ; <class 'ast.Name'>, .expression.true ; <class 'str'>",true,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.true ; <class 'str'> <ast.Name object at 0x000001F7FEB0AC40> ; <class 'ast.Name'>
168,public_factory,"<ast.Name object at 0x000001F7FEB0A910> ; <class 'ast.Name'>, .expression.false ; <class 'str'>",false,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.false ; <class 'str'> <ast.Name object at 0x000001F7FEB0A910> ; <class 'ast.Name'>
169,public_factory,"<ast.Name object at 0x000001F7FEB0A190> ; <class 'ast.Name'>, .expression.null ; <class 'str'>",null,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.null ; <class 'str'> <ast.Name object at 0x000001F7FEB0A190> ; <class 'ast.Name'>
170,public_factory,"<ast.Name object at 0x000001F7FEB0AFD0> ; <class 'ast.Name'>, .expression.join ; <class 'str'>",join,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.join ; <class 'str'> <ast.Name object at 0x000001F7FEB0AFD0> ; <class 'ast.Name'>
171,public_factory,"<ast.Name object at 0x000001F7FEB0A9A0> ; <class 'ast.Name'>, .expression.outerjoin ; <class 'str'>",outerjoin,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.outerjoin ; <class 'str'> <ast.Name object at 0x000001F7FEB0A9A0> ; <class 'ast.Name'>
172,public_factory,"Insert ; <class 'str'>, .expression.insert ; <class 'str'>",insert,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.insert ; <class 'str'> Insert ; <class 'str'>
173,public_factory,"Update ; <class 'str'>, .expression.update ; <class 'str'>",update,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.update ; <class 'str'> Update ; <class 'str'>
174,public_factory,"Delete ; <class 'str'>, .expression.delete ; <class 'str'>",delete,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\expression.py,public_factory,2,, .expression.delete ; <class 'str'> Delete ; <class 'str'>
181,property,"bind ; <class 'str'>, _bind_to ; <class 'str'>",bind,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\schema.py,property,2,,"bind ; <class 'str'>, _bind_to ; <class 'str'>"
182,property,"bind ; <class 'str'>, _bind_to ; <class 'str'>",bind,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\schema.py,property,2,,"bind ; <class 'str'>, _bind_to ; <class 'str'>"
187,property,"bind ; <class 'str'>, _set_bind ; <class 'str'>",bind,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\selectable.py,property,2,,"bind ; <class 'str'>, _set_bind ; <class 'str'>"
188,property,"bind ; <class 'str'>, _set_bind ; <class 'str'>",bind,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\sql\selectable.py,property,2,,"bind ; <class 'str'>, _set_bind ; <class 'str'>"
189,hasattr,"sys ; <class 'str'>, pypy_version_info ; <class 'str'>",pypy,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\sqlalchemy\util\compat.py,hasattr,2,, pypy_version_info ; <class 'str'> sys ; <class 'str'>
191,getattr,"hmac ; <class 'str'>, compare_digest ; <class 'str'>, None ; <class 'NoneType'>",_builtin_safe_str_cmp,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\werkzeug\security.py,getattr,3,, None ; <class 'NoneType'>  compare_digest ; <class 'str'> hmac ; <class 'str'>
195,hasattr,"hashlib ; <class 'str'>, pbkdf2_hmac ; <class 'str'>",_has_native_pbkdf2,D:\Testing\RoseOu\flasky\venv\lib\python2.7\site-packages\werkzeug\security.py,hasattr,2,, pbkdf2_hmac ; <class 'str'> hashlib ; <class 'str'>
197,"warnings,warn","The sre module is deprecated, please import re. ; <class 'str'>, DeprecationWarning ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\RoseOu\flasky\venv\lib\python2.7\sre.py,warn,4,warnings, 2 ; <class 'int'>  DeprecationWarning ; <class 'str'>  please import re. ; <class 'str'> The sre module is deprecated
199,namedtuple,"ItemInfo ; <class 'str'>, List_value ; List",ItemInfo,D:\Testing\rossant\h5view\h5view.py,namedtuple,2,, List_value ; List ItemInfo ; <class 'str'>
222,property,"_get_settings ; <class 'str'>, _set_settings ; <class 'str'>",settings,D:\Testing\rossp\django-helpdesk\helpdesk\models.py,property,2,,"_get_settings ; <class 'str'>, _set_settings ; <class 'str'>"
239,CFUNCTYPE,"None ; <class 'NoneType'>, c_void_p ; <class 'str'>",FT_Generic_Finalizer,D:\Testing\rougier\freetype-py\freetype\ft_types.py,CFUNCTYPE,2,, c_void_p ; <class 'str'> None ; <class 'NoneType'>
240,"sip,setapi","QString ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QString ; <class 'str'>
241,"sip,setapi","QDate ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QDate ; <class 'str'>
242,"sip,setapi","QDateTime ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QDateTime ; <class 'str'>
243,"sip,setapi","QTextStream ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QTextStream ; <class 'str'>
244,"sip,setapi","QTime ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QTime ; <class 'str'>
245,"sip,setapi","QVariant ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QVariant ; <class 'str'>
246,"sip,setapi","QUrl ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QUrl ; <class 'str'>
247,"sip,setapi","QVariant ; <class 'str'>, 2 ; <class 'int'>",,D:\Testing\rproepp\spykeviewer\spykeviewer\tests\test_main_window.py,setapi,2,sip, 2 ; <class 'int'> QVariant ; <class 'str'>
257,"directives,register_directive","oddeven ; <class 'str'>, OddEven ; <class 'str'>",,D:\Testing\rst2pdf\rst2pdf\rst2pdf\oddeven_directive.py,register_directive,2,directives, OddEven ; <class 'str'> oddeven ; <class 'str'>
260,property,"_get_float_latitude ; <class 'str'>, _set_float_latitude ; <class 'str'>",float_latitude,D:\Testing\rthalley\dnspython\dns\rdtypes\ANY\GPOS.py,property,2,,"_get_float_latitude ; <class 'str'>, _set_float_latitude ; <class 'str'>"
261,property,"_get_float_longitude ; <class 'str'>, _set_float_longitude ; <class 'str'>",float_longitude,D:\Testing\rthalley\dnspython\dns\rdtypes\ANY\GPOS.py,property,2,,"_get_float_longitude ; <class 'str'>, _set_float_longitude ; <class 'str'>"
262,property,"_get_float_altitude ; <class 'str'>, _set_float_altitude ; <class 'str'>",float_altitude,D:\Testing\rthalley\dnspython\dns\rdtypes\ANY\GPOS.py,property,2,,"_get_float_altitude ; <class 'str'>, _set_float_altitude ; <class 'str'>"
300,patterns," ; <class 'str'>, , , , ",urlpatterns,D:\Testing\rtucker-mozilla\mozilla_inventory\core\search\urls.py,patterns,5,, ; <class 'str'>
301,patterns," ; <class 'str'>, , , , , ",urlpatterns,D:\Testing\rtucker-mozilla\mozilla_inventory\core\site\urls.py,patterns,6,, ; <class 'str'>
312,patterns,"systems ; <class 'str'>, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, List_value ; List, , , List_value ; List, List_value ; List, , , List_value ; List, List_value ; List, List_value ; List, , , , , , , , , , , , , , , , , , , , , , , , , , , , ",urlpatterns,D:\Testing\rtucker-mozilla\mozilla_inventory\systems\urls.py,patterns,50,, List_value ; List  List_value ; List  List_value ; List      List_value ; List  List_value ; List      List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List  List_value ; List systems ; <class 'str'>
313,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\rubik\radon\docs\conf.py,insert,2,sys,0 ; <class 'int'>
315,signal,"SIGPIPE ; <class 'str'>, ",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,signal,2,,SIGPIPE ; <class 'str'>
316,signal,"SIGPIPE ; <class 'str'>, SIG_DFL ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,signal,2,, SIG_DFL ; <class 'str'> SIGPIPE ; <class 'str'>
321,"group,add_argument","--ji ; <class 'str'>, --json_input ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --json_input ; <class 'str'> --ji ; <class 'str'>
322,"group,add_argument","--jo ; <class 'str'>, --json_output ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --json_output ; <class 'str'> --jo ; <class 'str'>
323,"group,add_argument","--si ; <class 'str'>, --split_input ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --split_input ; <class 'str'> --si ; <class 'str'>
324,"group,add_argument","--so ; <class 'str'>, --split_output ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --split_output ; <class 'str'> --so ; <class 'str'>
327,"group,add_argument","--i ; <class 'str'>, --ignore_exceptions ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --ignore_exceptions ; <class 'str'> --i ; <class 'str'>
328,"group,add_argument","-V ; <class 'str'>, --version ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --version ; <class 'str'> -V ; <class 'str'>
329,"group,add_argument","-h ; <class 'str'>, --help ; <class 'str'>",,D:\Testing\Russell91\pythonpy\pythonpy\__main__.py,add_argument,2,group, --help ; <class 'str'> -h ; <class 'str'>
336,inline,"

/* Rusthon builtins */

type int  = i64;
type uint = u64;
type string = &'static str;
//type string = String;
type __type__int = Vec<int>;

//fn range1<'caller>( lifetime : &'caller int, x : int ) -> &'caller Vec<uint> {
fn range1( x : int ) -> Vec<int> {
	let mut arr: Vec<int> = Vec::with_capacity(x as usize);
	for i in 0u32..(x as u32) { arr.push(i as int); }
	return arr;
}

fn range2( start:int, end:int ) -> Vec<int> {
	let mut arr: Vec<int> = Vec::with_capacity( (end-start) as usize);
	for i in (start as u32)..(end as u32) { arr.push(i as int); }
	return arr;
}

fn ord( s:String ) -> int {
	return s.into_bytes()[0] as int;
}

fn __float__( s:String ) -> f32 {
	//return std::str::FromStr::from_str( s.as_slice() ).unwrap();
	return 1.0;
}

fn __int__( n:String ) -> int {
	//return from_str::<int>( n.as_slice() ).unwrap();  // TODO update to new API
	return 0;
}

fn round( n:f32, places:int ) -> f32 {
	let p = (10i64).pow( places as u32 ) as f32;
	return (n*p) / p;
}

/*end-builtins*/
 ; <class 'str'>",,D:\Testing\rusthon\Rusthon\src\runtime\rust_builtins.py,inline,4,," places:int ) -> f32 {
	let p = (10i64).pow( places as u32 ) as f32;
	return (n*p) / p;
}

/*end-builtins*/
 ; <class 'str'>  end:int ) -> Vec<int> {
	let mut arr: Vec<int> = Vec::with_capacity( (end-start) as usize);
	for i in (start as u32)..(end as u32) { arr.push(i as int); }
	return arr;
}

fn ord( s:String ) -> int {
	return s.into_bytes()[0] as int;
}

fn __float__( s:String ) -> f32 {
	//return std::str::FromStr::from_str( s.as_slice() ).unwrap();
	return 1.0;
}

fn __int__( n:String ) -> int {
	//return from_str::<int>( n.as_slice() ).unwrap();  // TODO update to new API
	return 0;
}

fn round( n:f32  x : int ) -> &'caller Vec<uint> {
fn range1( x : int ) -> Vec<int> {
	let mut arr: Vec<int> = Vec::with_capacity(x as usize);
	for i in 0u32..(x as u32) { arr.push(i as int); }
	return arr;
}

fn range2( start:int 

/* Rusthon builtins */

type int  = i64;
type uint = u64;
type string = &'static str;
//type string = String;
type __type__int = Vec<int>;

//fn range1<'caller>( lifetime : &'caller int"
337,"admin,site,register","LogEntry ; <class 'str'>, LogEntryAdmin ; <class 'str'>",,D:\Testing\rvanlaar\easy-transifex\src\transifex\transifex\actionlog\admin.py,register,2,admin, LogEntryAdmin ; <class 'str'> LogEntry ; <class 'str'>
338,patterns," ; <class 'str'>, , , , ",urlpatterns,D:\Testing\rvanlaar\easy-transifex\src\transifex\transifex\addons\charts\urls.py,patterns,5,, ; <class 'str'>
339,"admin,site,register","Gtranslate ; <class 'str'>, GtranslateAdmin ; <class 'str'>",,D:\Testing\rvanlaar\easy-transifex\src\transifex\transifex\addons\gtranslate\admin.py,register,2,admin, GtranslateAdmin ; <class 'str'> Gtranslate ; <class 'str'>
340,patterns," ; <class 'str'>, , ",urlpatterns,D:\Testing\rvanlaar\easy-transifex\src\transifex\transifex\addons\gtranslate\urls.py,patterns,3,, ; <class 'str'>
341,get_model,"projects ; <class 'str'>, Project ; <class 'str'>",Project,D:\Testing\rvanlaar\easy-transifex\src\transifex\transifex\addons\jsonmap\management\commands\txcreatemap.py,get_model,2,, Project ; <class 'str'> projects ; <class 'str'>
