,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,MethodClass,Swap_arg_listing
15,execute,"conn ; <class 'str'>, DROP DATABASE IF EXISTS pymysqlreplication_test ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, DROP DATABASE IF EXISTS pymysqlreplication_test ; <class 'str'> conn ; <class 'str'>
16,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
17,execute,"conn ; <class 'str'>, CREATE DATABASE pymysqlreplication_test ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, CREATE DATABASE pymysqlreplication_test ; <class 'str'> conn ; <class 'str'>
18,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
19,execute,"conn ; <class 'str'>, CREATE TABLE test (i INT) ENGINE = MEMORY ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, CREATE TABLE test (i INT) ENGINE = MEMORY ; <class 'str'> conn ; <class 'str'>
20,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
21,execute,"conn ; <class 'str'>, INSERT INTO test VALUES(1) ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, INSERT INTO test VALUES(1) ; <class 'str'> conn ; <class 'str'>
22,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
23,execute,"conn ; <class 'str'>, CREATE TABLE test2 (i INT) ENGINE = MEMORY ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, CREATE TABLE test2 (i INT) ENGINE = MEMORY ; <class 'str'> conn ; <class 'str'>
24,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
25,execute,"conn ; <class 'str'>, INSERT INTO test2 VALUES(1) ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, INSERT INTO test2 VALUES(1) ; <class 'str'> conn ; <class 'str'>
26,execute,"conn ; <class 'str'>, ",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,,conn ; <class 'str'>
27,execute,"conn ; <class 'str'>, RESET MASTER ; <class 'str'>",,D:\Testing\noplay\python-mysql-replication\pymysqlreplication\tests\benchmark.py,execute,2,, RESET MASTER ; <class 'str'> conn ; <class 'str'>
29,"ET,register_namespace","nsi ; <class 'str'>, <ast.Name object at 0x00000232A8F57A30> ; <class 'ast.Name'>",,D:\Testing\NORDUnet\opennsa\opennsa\discovery\service.py,register_namespace,2,ET, <ast.Name object at 0x00000232A8F57A30> ; <class 'ast.Name'> nsi ; <class 'str'>
30,"ET,register_namespace","gns ; <class 'str'>, <ast.Name object at 0x00000232AB30E880> ; <class 'ast.Name'>",,D:\Testing\NORDUnet\opennsa\opennsa\discovery\service.py,register_namespace,2,ET, <ast.Name object at 0x00000232AB30E880> ; <class 'ast.Name'> gns ; <class 'str'>
31,"ET,register_namespace","ftypes ; <class 'str'>, FRAMEWORK_TYPES_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\nsi2\helper.py,register_namespace,2,ET, FRAMEWORK_TYPES_NS ; <class 'str'> ftypes ; <class 'str'>
32,"ET,register_namespace","header ; <class 'str'>, FRAMEWORK_HEADERS_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\nsi2\helper.py,register_namespace,2,ET, FRAMEWORK_HEADERS_NS ; <class 'str'> header ; <class 'str'>
33,"ET,register_namespace","ctypes ; <class 'str'>, CONNECTION_TYPES_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\nsi2\helper.py,register_namespace,2,ET, CONNECTION_TYPES_NS ; <class 'str'> ctypes ; <class 'str'>
34,"ET,register_namespace","stypes ; <class 'str'>, SERVICE_TYPES_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\nsi2\helper.py,register_namespace,2,ET, SERVICE_TYPES_NS ; <class 'str'> stypes ; <class 'str'>
35,"ET,register_namespace","p2psrv ; <class 'str'>, P2PSERVICES_TYPES_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\nsi2\helper.py,register_namespace,2,ET, P2PSERVICES_TYPES_NS ; <class 'str'> p2psrv ; <class 'str'>
37,"ET,register_namespace","soap ; <class 'str'>, SOAP_ENVELOPE_NS ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\protocols\shared\minisoap.py,register_namespace,2,ET, SOAP_ENVELOPE_NS ; <class 'str'> soap ; <class 'str'>
38,implements,"INSIProvider ; <class 'str'>, INSIRequester ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\aggregator.py,implements,2,, INSIRequester ; <class 'str'> INSIProvider ; <class 'str'>
39,register_adapter,"<ast.Name object at 0x00000232AB38D970> ; <class 'ast.Name'>, ",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,,<ast.Name object at 0x00000232AB38D970> ; <class 'ast.Name'>
40,register_adapter,"<ast.Name object at 0x00000232AB38D970> ; <class 'ast.Name'>, adaptLabel ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,, adaptLabel ; <class 'str'> <ast.Name object at 0x00000232AB38D970> ; <class 'ast.Name'>
41,register_adapter,"<ast.Name object at 0x00000232AB38D340> ; <class 'ast.Name'>, ",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,,<ast.Name object at 0x00000232AB38D340> ; <class 'ast.Name'>
42,register_adapter,"<ast.Name object at 0x00000232AB38D340> ; <class 'ast.Name'>, adaptSecuritAttribute ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,, adaptSecuritAttribute ; <class 'str'> <ast.Name object at 0x00000232AB38D340> ; <class 'ast.Name'>
43,register_adapter,"<ast.Name object at 0x00000232AB2F57F0> ; <class 'ast.Name'>, ",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,,<ast.Name object at 0x00000232AB2F57F0> ; <class 'ast.Name'>
44,register_adapter,"<ast.Name object at 0x00000232AB2F57F0> ; <class 'ast.Name'>, adaptDatetime ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register_adapter,2,, adaptDatetime ; <class 'str'> <ast.Name object at 0x00000232AB2F57F0> ; <class 'ast.Name'>
45,"Registry,register","ServiceConnection ; <class 'str'>, SubConnection ; <class 'str'>",,D:\Testing\NORDUnet\opennsa\opennsa\database.py,register,2,Registry, SubConnection ; <class 'str'> ServiceConnection ; <class 'str'>
47,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\nose-devs\nose2\docs\conf.py,insert,2,sys,0 ; <class 'int'>
48,property,", ",_testFunc,D:\Testing\nose-devs\nose2\nose2\plugins\loader\generators.py,property,2,,", "
55,getattr,"settings ; <class 'str'>, ACTIVITYSTREAMS_BASE_URL ; <class 'str'>, http://localhost:8000/api/activitystreams/ ; <class 'str'>",ACTIVITYSTREAMS_BASE_URL,D:\Testing\nowells\django-activitystreams\activitystreams\settings.py,getattr,3,, http://localhost:8000/api/activitystreams/ ; <class 'str'>  ACTIVITYSTREAMS_BASE_URL ; <class 'str'> settings ; <class 'str'>
56,getattr,"settings ; <class 'str'>, ACTIVITYSTREAMS_SOURCE ; <class 'str'>, local ; <class 'str'>",ACTIVITYSTREAMS_SOURCE,D:\Testing\nowells\django-activitystreams\activitystreams\settings.py,getattr,3,, local ; <class 'str'>  ACTIVITYSTREAMS_SOURCE ; <class 'str'> settings ; <class 'str'>
57,getattr,"settings ; <class 'str'>, ACTIVITYSTREAMS_USERNAME ; <class 'str'>, root ; <class 'str'>",ACTIVITYSTREAMS_USERNAME,D:\Testing\nowells\django-activitystreams\activitystreams\settings.py,getattr,3,, root ; <class 'str'>  ACTIVITYSTREAMS_USERNAME ; <class 'str'> settings ; <class 'str'>
58,getattr,"settings ; <class 'str'>, ACTIVITYSTREAMS_PASSWORD ; <class 'str'>, root ; <class 'str'>",ACTIVITYSTREAMS_PASSWORD,D:\Testing\nowells\django-activitystreams\activitystreams\settings.py,getattr,3,, root ; <class 'str'>  ACTIVITYSTREAMS_PASSWORD ; <class 'str'> settings ; <class 'str'>
59,patterns," ;<class 'str'>, , , , ",urlpatterns,D:\Testing\nowells\django-pluggables\examples\complaints\views\__init__.py,patterns,5,, ;<class 'str'>
60,"admin,site,register","SillyWalk ; <class 'str'>, SillyWalkAdmin ; <class 'str'>",,D:\Testing\nowells\django-pluggables\examples\sillywalks\admin.py,register,2,admin, SillyWalkAdmin ; <class 'str'> SillyWalk ; <class 'str'>
77,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\nprapps\copytext\docs\conf.py,insert,2,sys,0 ; <class 'int'>
78,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\nskinkel\oppy\docs\conf.py,insert,2,sys,0 ; <class 'int'>
79,namedtuple,"PendingStream ; <class 'str'>, List_value ; List",PendingStream,D:\Testing\nskinkel\oppy\oppy\circuit\circuitmanager.py,namedtuple,2,, List_value ; List PendingStream ; <class 'str'>
80,namedtuple,"RelayCrypto ; <class 'str'>, List_value ; List",RelayCrypto,D:\Testing\nskinkel\oppy\oppy\crypto\util.py,namedtuple,2,, List_value ; List RelayCrypto ; <class 'str'>
81,namedtuple,"PathNode ; <class 'str'>, List_value ; List",PathNode,D:\Testing\nskinkel\oppy\oppy\path\path.py,namedtuple,2,, List_value ; List PathNode ; <class 'str'>
82,namedtuple,"Path ; <class 'str'>, List_value ; List",Path,D:\Testing\nskinkel\oppy\oppy\path\path.py,namedtuple,2,, List_value ; List Path ; <class 'str'>
83,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\nsqio\pynsq\docs\conf.py,insert,2,sys,0 ; <class 'int'>
84,"admin,site,register","geo ; <class 'str'>, geoAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, geoAdmin ; <class 'str'> geo ; <class 'str'>
85,"admin,site,register","hCard ; <class 'str'>, hCardAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hCardAdmin ; <class 'str'> hCard ; <class 'str'>
86,"admin,site,register","hCalendar ; <class 'str'>, hCalendarAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hCalendarAdmin ; <class 'str'> hCalendar ; <class 'str'>
87,"admin,site,register","hListing ; <class 'str'>, hListingAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hListingAdmin ; <class 'str'> hListing ; <class 'str'>
88,"admin,site,register","hReview ; <class 'str'>, hReviewAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hReviewAdmin ; <class 'str'> hReview ; <class 'str'>
89,"admin,site,register","hEntry ; <class 'str'>, hEntryAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hEntryAdmin ; <class 'str'> hEntry ; <class 'str'>
90,"admin,site,register","hNews ; <class 'str'>, hNewsAdmin ; <class 'str'>",,D:\Testing\ntoll\microformats\admin.py,register,2,admin, hNewsAdmin ; <class 'str'> hNews ; <class 'str'>
109,"admin,site,register","Role ; <class 'str'>, RoleAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, RoleAdmin ; <class 'str'> Role ; <class 'str'>
110,"admin,site,register","Workflow ; <class 'str'>, WorkflowAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, WorkflowAdmin ; <class 'str'> Workflow ; <class 'str'>
111,"admin,site,register","State ; <class 'str'>, StateAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, StateAdmin ; <class 'str'> State ; <class 'str'>
112,"admin,site,register","Transition ; <class 'str'>, TransitionAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, TransitionAdmin ; <class 'str'> Transition ; <class 'str'>
113,"admin,site,register","EventType ; <class 'str'>, EventTypeAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, EventTypeAdmin ; <class 'str'> EventType ; <class 'str'>
114,"admin,site,register","Event ; <class 'str'>, EventAdmin ; <class 'str'>",,D:\Testing\ntoll\workflow\workflow\admin.py,register,2,admin, EventAdmin ; <class 'str'> Event ; <class 'str'>
115,patterns," ; <class 'str'>, , ",urlpatterns,D:\Testing\ntoll\workflow\workflow\urls.py,patterns,3,, ; <class 'str'>
117,Typed,"list ; <class 'str'>, List_value ; List",children,D:\Testing\nucleic\enaml\enaml\core\compiler_nodes.py,Typed,2,, List_value ; List list ; <class 'str'>
126,Typed,"sortedmap ; <class 'str'>, List_value ; List",scope,D:\Testing\nucleic\enaml\enaml\core\compiler_nodes.py,Typed,2,, List_value ; List sortedmap ; <class 'str'>
133,Typed,"sortedmap ; <class 'str'>, List_value ; List",_d_storage,D:\Testing\nucleic\enaml\enaml\core\declarative.py,Typed,2,, List_value ; List sortedmap ; <class 'str'>
140,Typed,"ObjectDict ; <class 'str'>, List_value ; List",tagged,D:\Testing\nucleic\enaml\enaml\core\dynamic_template.py,Typed,2,, List_value ; List ObjectDict ; <class 'str'>
144,Enum,"token ;<class 'str'>, number ;<class 'str'>, string ;<class 'str'>",kind,D:\Testing\nucleic\enaml\enaml\core\enaml_ast.py,Enum,3,, string ;<class 'str'>  number ;<class 'str'> token ;<class 'str'>
175,Enum,"attr ;<class 'str'>, event ;<class 'str'>",kind,D:\Testing\nucleic\enaml\enaml\core\enaml_ast.py,Enum,2,, event ;<class 'str'> attr ;<class 'str'>
208,Typed,"sortedmap ; <class 'str'>, List_value ; List",_iter_data,D:\Testing\nucleic\enaml\enaml\core\looper.py,Typed,2,, List_value ; List sortedmap ; <class 'str'>
246,Typed,"set ; <class 'str'>, List_value ; List",_current_renderers,D:\Testing\nucleic\enaml\enaml\qt\qt_vtk_canvas.py,Typed,2,, List_value ; List set ; <class 'str'>
314,Enum,"rejected ;<class 'str'>, accepted ;<class 'str'>",result,D:\Testing\nucleic\enaml\enaml\widgets\file_dialog.py,Enum,2,, accepted ;<class 'str'> rejected ;<class 'str'>
385,Enum,"no_ticks ; <class 'str'>, left ; <class 'str'>, right ; <class 'str'>, top ; <class 'str'>, bottom ; <class 'str'>, both ; <class 'str'>",TickPosition,D:\Testing\nucleic\enaml\enaml\widgets\slider.py,Enum,6,, both ; <class 'str'>  bottom ; <class 'str'>  top ; <class 'str'>  right ; <class 'str'>  left ; <class 'str'> no_ticks ; <class 'str'>
449,Typed,"dict ; <class 'str'>, List_value ; List",_commands,D:\Testing\nucleic\enaml\enaml\workbench\core\core_plugin.py,Typed,2,, List_value ; List dict ; <class 'str'>
450,Typed,"defaultdict ; <class 'str'>, List_value ; List",_command_extensions,D:\Testing\nucleic\enaml\enaml\workbench\core\core_plugin.py,Typed,2,, List_value ; List defaultdict ; <class 'str'>
468,Typed,"dict ; <class 'str'>, List_value ; List",_action_extensions,D:\Testing\nucleic\enaml\enaml\workbench\ui\ui_plugin.py,Typed,2,, List_value ; List dict ; <class 'str'>
469,Typed,"Branding ; <class 'str'>, List_value ; List",branding,D:\Testing\nucleic\enaml\enaml\workbench\ui\window_model.py,Typed,2,, List_value ; List Branding ; <class 'str'>
471,Typed,"Workspace ; <class 'str'>, List_value ; List",workspace,D:\Testing\nucleic\enaml\enaml\workbench\ui\window_model.py,Typed,2,, List_value ; List Workspace ; <class 'str'>
482,Typed,"dict ; <class 'str'>, List_value ; List",_manifests,D:\Testing\nucleic\enaml\enaml\workbench\workbench.py,Typed,2,, List_value ; List dict ; <class 'str'>
483,Typed,"dict ; <class 'str'>, List_value ; List",_plugins,D:\Testing\nucleic\enaml\enaml\workbench\workbench.py,Typed,2,, List_value ; List dict ; <class 'str'>
484,Typed,"dict ; <class 'str'>, List_value ; List",_extension_points,D:\Testing\nucleic\enaml\enaml\workbench\workbench.py,Typed,2,, List_value ; List dict ; <class 'str'>
485,Typed,"dict ; <class 'str'>, List_value ; List",_extensions,D:\Testing\nucleic\enaml\enaml\workbench\workbench.py,Typed,2,, List_value ; List dict ; <class 'str'>
486,Typed,"defaultdict ; <class 'str'>, List_value ; List",_contributions,D:\Testing\nucleic\enaml\enaml\workbench\workbench.py,Typed,2,, List_value ; List defaultdict ; <class 'str'>
495,Typed,"set ; <class 'str'>, List_value ; List",dirty,D:\Testing\nucleic\enaml\enaml\styling.py,Typed,2,, List_value ; List set ; <class 'str'>
499,"app,add_route","/json ; <class 'str'>, ",,D:\Testing\nullism\pycnic\benchmark\falcon_test.py,add_route,2,app,/json ; <class 'str'>
500,"sys,path,insert","0 ; <class 'int'>, ../ ; <class 'str'>",,D:\Testing\nullism\pycnic\examples\cookies.py,insert,2,sys, ../ ; <class 'str'> 0 ; <class 'int'>
506,print,"pure Python times: ; <class 'str'>, ",,D:\Testing\numba\numba\examples\ra24.py,print,2,,pure Python times: ; <class 'str'>
507,print,"pure Python times: ; <class 'str'>, py ; <class 'str'>",,D:\Testing\numba\numba\examples\ra24.py,print,2,, py ; <class 'str'> pure Python times: ; <class 'str'>
508,print,"Numpy times: ; <class 'str'>, ",,D:\Testing\numba\numba\examples\ra24.py,print,2,,Numpy times: ; <class 'str'>
509,print,"Numpy times: ; <class 'str'>, nump ; <class 'str'>",,D:\Testing\numba\numba\examples\ra24.py,print,2,, nump ; <class 'str'> Numpy times: ; <class 'str'>
510,print,"Numba times: ; <class 'str'>, ",,D:\Testing\numba\numba\examples\ra24.py,print,2,,Numba times: ; <class 'str'>
511,print,"Numba times: ; <class 'str'>, numb ; <class 'str'>",,D:\Testing\numba\numba\examples\ra24.py,print,2,, numb ; <class 'str'> Numba times: ; <class 'str'>
512,CFUNCTYPE,"c_size_t ; <class 'str'>, c_int ; <class 'str'>",cu_occupancy_b2d_size,D:\Testing\numba\numba\numba\cuda\cudadrv\drvapi.py,CFUNCTYPE,2,, c_int ; <class 'str'> c_size_t ; <class 'str'>
554,namedtuple,"Point ; <class 'str'>, List_value ; List",Point,D:\Testing\numba\numba\numba\tests\test_sets.py,namedtuple,2,, List_value ; List Point ; <class 'str'>
565,namedtuple,"Extent ; <class 'str'>, List_value ; List",Extent,D:\Testing\numba\numba\numba\dummyarray.py,namedtuple,2,, List_value ; List Extent ; <class 'str'>
568,execfile,"agamotto/version.py ; <class 'str'>, ",,D:\Testing\NumentaCorp\agamotto\setup.py,execfile,2,,agamotto/version.py ; <class 'str'>
569,execfile,"agamotto/version.py ; <class 'str'>, , ",,D:\Testing\NumentaCorp\agamotto\setup.py,execfile,3,,agamotto/version.py ; <class 'str'>
570,execfile,"agamotto/version.py ; <class 'str'>, , sdict ; <class 'str'>",,D:\Testing\NumentaCorp\agamotto\setup.py,execfile,3,, sdict ; <class 'str'>   agamotto/version.py ; <class 'str'>
571,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\nvbn\coviolations_web\docs\conf.py,insert,2,sys,0 ; <class 'int'>
573,getattr,"pacman ; <class 'str'>, pacman ; <class 'str'>, pacman ; <class 'str'>",pacman_cmd,D:\Testing\nvbn\thefuck\tests\rules\test_pacman.py,getattr,3,, pacman ; <class 'str'>  pacman ; <class 'str'> pacman ; <class 'str'>
575,open,"<ast.Name object at 0x00000232AB2EA5E0> ; <class 'ast.Name'>, w ; <class 'str'>",DEVNULL,D:\Testing\nvbn\thefuck\thefuck\utils.py,open,2,, w ; <class 'str'> <ast.Name object at 0x00000232AB2EA5E0> ; <class 'ast.Name'>
577,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\NVIDIA\DIGITS\tools\analyze_db.py,insert,2,sys,0 ; <class 'int'>
579,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\NVIDIA\DIGITS\tools\parse_folder.py,insert,2,sys,0 ; <class 'int'>
581,property,"_get__ident_func__ ; <class 'str'>, _set__ident_func__ ; <class 'str'>",__ident_func__,D:\Testing\nvie\rq\rq\local.py,property,2,,"_get__ident_func__ ; <class 'str'>, _set__ident_func__ ; <class 'str'>"
587,property,"_get_state ; <class 'str'>, _set_state ; <class 'str'>",state,D:\Testing\nvie\rq\rq\worker.py,property,2,,"_get_state ; <class 'str'>, _set_state ; <class 'str'>"
591,"warnings,filterwarnings","error ; <class 'str'>, DateTimeField received a naive datetime ; <class 'str'>, RuntimeWarning ; <class 'str'>, django\.db\.models\.fields ; <class 'str'>",,D:\Testing\nyaruka\smartmin\test_runner\settings.py,filterwarnings,4,warnings, django\.db\.models\.fields ; <class 'str'>  RuntimeWarning ; <class 'str'>  DateTimeField received a naive datetime ; <class 'str'> error ; <class 'str'>
594,"parser,add_argument","--image-processing-configuration-file ; <class 'str'>, -p ; <class 'str'>",,D:\Testing\nypl-spacetime\map-vectorizer\config\parser.py,add_argument,2,parser, -p ; <class 'str'> --image-processing-configuration-file ; <class 'str'>
596,Simmetrica,"<ast.Name object at 0x00000232AB42B940> ; <class 'ast.Name'>, <ast.Name object at 0x00000232AB42BA30> ; <class 'ast.Name'>, <ast.Name object at 0x00000232AB42BC10> ; <class 'ast.Name'>, <ast.Name object at 0x00000232AB42BD00> ; <class 'ast.Name'>",simmetrica,D:\Testing\o\simmetrica\bin\simmetrica-app.py,Simmetrica,4,, <ast.Name object at 0x00000232AB42BD00> ; <class 'ast.Name'>  <ast.Name object at 0x00000232AB42BC10> ; <class 'ast.Name'>  <ast.Name object at 0x00000232AB42BA30> ; <class 'ast.Name'> <ast.Name object at 0x00000232AB42B940> ; <class 'ast.Name'>
597,"parser,add_argument","--debug ; <class 'str'>, -d ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -d ; <class 'str'> --debug ; <class 'str'>
598,"parser,add_argument","--config ; <class 'str'>, -c ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -c ; <class 'str'> --config ; <class 'str'>
599,"parser,add_argument","--redis_host ; <class 'str'>, -rh ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -rh ; <class 'str'> --redis_host ; <class 'str'>
600,"parser,add_argument","--redis_port ; <class 'str'>, -rp ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -rp ; <class 'str'> --redis_port ; <class 'str'>
601,"parser,add_argument","--redis_db ; <class 'str'>, -rd ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -rd ; <class 'str'> --redis_db ; <class 'str'>
602,"parser,add_argument","--redis_password ; <class 'str'>, -ra ; <class 'str'>",,D:\Testing\o\simmetrica\bin\simmetrica-app.py,add_argument,2,parser, -ra ; <class 'str'> --redis_password ; <class 'str'>
604,"sys,path,insert","0 ; <class 'int'>, project_root ; <class 'str'>",,D:\Testing\oarrabi\xserverpy\docs\conf.py,insert,2,sys, project_root ; <class 'str'> 0 ; <class 'int'>
605,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\obergt\Isilon_Tools\isilon\requests\docs\conf.py,insert,2,sys,0 ; <class 'int'>
607,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\observerss\pygodaddy\docs\conf.py,insert,2,sys,0 ; <class 'int'>
608,namedtuple,"DNSRecord ; <class 'str'>, index, hostname, value, ttl, host_td, points_to, rec_modified ; <class 'str'>",DNSRecord,D:\Testing\observerss\pygodaddy\pygodaddy\client.py,namedtuple,8,, rec_modified ; <class 'str'>  points_to  host_td  ttl  value  hostname  index DNSRecord ; <class 'str'>
617,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\oddt\oddt\docs\conf.py,insert,2,sys,0 ; <class 'int'>
620,open,"OUT_FILE ; <class 'str'>, w ; <class 'str'>",outF,D:\Testing\odeke-em\restAssured\api\translateCodes.py,open,2,, w ; <class 'str'> OUT_FILE ; <class 'str'>
625,"os,chmod","OUT_FILE ; <class 'str'>, outfile_perms ; <class 'str'>",,D:\Testing\odeke-em\restAssured\api\translateCodes.py,chmod,2,os, outfile_perms ; <class 'str'> OUT_FILE ; <class 'str'>
628,patterns," ; <class 'str'>, , , , ",urlpatterns,D:\Testing\odeke-em\restAssured\chatServer\urls.py,patterns,5,, ; <class 'str'>
631,patterns," ; <class 'str'>, , , , , ",urlpatterns,D:\Testing\odeke-em\restAssured\jobTable\urls.py,patterns,6,, ; <class 'str'>
633,patterns," ; <class 'str'>, , , , , ",urlpatterns,D:\Testing\odeke-em\restAssured\thebear\urls.py,patterns,6,, ; <class 'str'>
