,M_Call_Name,M_Call_Arg,Receiver_var,File_Name,MethodName,M_Call_Arg_len,Swap_arg_listing,MethodClass
33,patterns,"cartridge_external_payment.views ; <class 'str'>, , , ",urlpatterns,D:\Testing\10\thomasWajs\cartridge-external-payment\cartridge_external_payment\urls.py,patterns,4,cartridge_external_payment.views ; <class 'str'>,
34,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\thombashi\SimpleSQLite\docs\conf.py,insert,2,0 ; <class 'int'>,sys
35,SimpleSQLite,"sample.sqlite ; <class 'str'>, w ; <class 'str'>",con,D:\Testing\10\thombashi\SimpleSQLite\sample\sample_check_connection.py,SimpleSQLite,2, w ; <class 'str'> sample.sqlite ; <class 'str'>,
40,SimpleSQLite,"sample.sqlite ; <class 'str'>, w ; <class 'str'>",con,D:\Testing\10\thombashi\SimpleSQLite\sample\sample_create_table_nested_list.py,SimpleSQLite,2, w ; <class 'str'> sample.sqlite ; <class 'str'>,
44,SimpleSQLite,"sample.sqlite ; <class 'str'>, w ; <class 'str'>",con,D:\Testing\10\thombashi\SimpleSQLite\sample\sample_insert_dict.py,SimpleSQLite,2, w ; <class 'str'> sample.sqlite ; <class 'str'>,
49,"sys,path,insert","0 ; <class 'int'>, ../django-hitcount/example_project ; <class 'str'>",,D:\Testing\10\thornomad\django-hitcount\tests\conftest.py,insert,2, ../django-hitcount/example_project ; <class 'str'> 0 ; <class 'int'>,sys
50,setting,"WORKERS ; <class 'str'>, ",WORKERS,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2,WORKERS ; <class 'str'>,
51,setting,"BACKEND ; <class 'str'>, django_lightweight_queue.backends.synchronous.SynchronousBackend ; <class 'str'>",BACKEND,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2, django_lightweight_queue.backends.synchronous.SynchronousBackend ; <class 'str'> BACKEND ; <class 'str'>,
52,setting,"MIDDLEWARE ; <class 'str'>, List_value ; List",MIDDLEWARE,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2, List_value ; List MIDDLEWARE ; <class 'str'>,
53,setting,"REDIS_HOST ; <class 'str'>, 127.0.0.1 ; <class 'str'>",REDIS_HOST,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2, 127.0.0.1 ; <class 'str'> REDIS_HOST ; <class 'str'>,
54,setting,"REDIS_PORT ; <class 'str'>, 6379 ; <class 'int'>",REDIS_PORT,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2, 6379 ; <class 'int'> REDIS_PORT ; <class 'str'>,
55,setting,"REDIS_PREFIX ; <class 'str'>,  ; <class 'str'>",REDIS_PREFIX,D:\Testing\10\thread\django-lightweight-queue\django_lightweight_queue\app_settings.py,setting,2,  ; <class 'str'> REDIS_PREFIX ; <class 'str'>,
56,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\thumbor\thumbor\docs\conf.py,insert,2,0 ; <class 'int'>,sys
78,plat_specific_errors,"EINTR ; <class 'str'>, WSAEINTR ; <class 'str'>",socket_error_eintr,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,plat_specific_errors,2, WSAEINTR ; <class 'str'> EINTR ; <class 'str'>,
79,plat_specific_errors,"EPIPE ; <class 'str'>, EBADF ; <class 'str'>, WSAEBADF ; <class 'str'>, ENOTSOCK ; <class 'str'>, WSAENOTSOCK ; <class 'str'>, ETIMEDOUT ; <class 'str'>, WSAETIMEDOUT ; <class 'str'>, ECONNREFUSED ; <class 'str'>, WSAECONNREFUSED ; <class 'str'>, ECONNRESET ; <class 'str'>, WSAECONNRESET ; <class 'str'>, ECONNABORTED ; <class 'str'>, WSAECONNABORTED ; <class 'str'>, ENETRESET ; <class 'str'>, WSAENETRESET ; <class 'str'>, EHOSTDOWN ; <class 'str'>, EHOSTUNREACH ; <class 'str'>",socket_errors_to_ignore,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,plat_specific_errors,17, EHOSTUNREACH ; <class 'str'>  EHOSTDOWN ; <class 'str'>  WSAENETRESET ; <class 'str'>  ENETRESET ; <class 'str'>  WSAECONNABORTED ; <class 'str'>  ECONNABORTED ; <class 'str'>  WSAECONNRESET ; <class 'str'>  ECONNRESET ; <class 'str'>  WSAECONNREFUSED ; <class 'str'>  ECONNREFUSED ; <class 'str'>  WSAETIMEDOUT ; <class 'str'>  ETIMEDOUT ; <class 'str'>  WSAENOTSOCK ; <class 'str'>  ENOTSOCK ; <class 'str'>  WSAEBADF ; <class 'str'>  EBADF ; <class 'str'> EPIPE ; <class 'str'>,
80,plat_specific_errors,"EAGAIN ; <class 'str'>, EWOULDBLOCK ; <class 'str'>, WSAEWOULDBLOCK ; <class 'str'>",socket_errors_nonblocking,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,plat_specific_errors,3, WSAEWOULDBLOCK ; <class 'str'>  EWOULDBLOCK ; <class 'str'> EAGAIN ; <class 'str'>,
84,property,"_get_bind_addr ; <class 'str'>, _set_bind_addr ; <class 'str'>",bind_addr,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,property,2,"_get_bind_addr ; <class 'str'>, _set_bind_addr ; <class 'str'>",
85,property,"_get_interrupt ; <class 'str'>, _set_interrupt ; <class 'str'>",interrupt,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,property,2,"_get_interrupt ; <class 'str'>, _set_interrupt ; <class 'str'>",
86,property,"_get_numthreads ; <class 'str'>, _set_numthreads ; <class 'str'>",numthreads,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\libs\cherrypy\wsgiserver\wsgiserver3.py,property,2,"_get_numthreads ; <class 'str'>, _set_numthreads ; <class 'str'>",
113,property,"_get_delims ; <class 'str'>, _set_delims ; <class 'str'>,     The delimiters for directives and comments. This should be a four item tuple
    of the form ``(directive_start, directive_end, comment_start,
    comment_end)``, where each item is a string.
     ;<class 'str'>",delimiters,D:\Testing\10\timonwong\OmniMarkupPreviewer\OmniMarkupLib\Renderers\libs\python3\genshi\template\text.py,property,7," where each item is a string.
     ;<class 'str'> 
    comment_end)``  comment_start  directive_end      The delimiters for directives and comments. This should be a four item tuple
    of the form ``(directive_start  _set_delims ; <class 'str'> _get_delims ; <class 'str'>",
116,"speaker,connect","says_hello ; <class 'str'>, <ast.Name object at 0x0000022BADD9FE20> ; <class 'ast.Name'>",,D:\Testing\10\timothycrosley\connectable\examples\basic_usage.py,connect,2, <ast.Name object at 0x0000022BADD9FE20> ; <class 'ast.Name'> says_hello ; <class 'str'>,speaker
118,namedtuple,"AbstractMessageType ; <class 'str'>, List_value ; List",AbstractMessageType,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,namedtuple,2, List_value ; List AbstractMessageType ; <class 'str'>,
119,MessageType,"I101 ; <class 'str'>, Generic ; <class 'str'>, {0} ; <class 'str'>,  ; <class 'str'>",Message,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,4,  ; <class 'str'>  {0} ; <class 'str'>  Generic ; <class 'str'> I101 ; <class 'str'>,
120,MessageType,"E101 ; <class 'str'>, UnusedImport ; <class 'str'>, {0} imported but unused ; <class 'str'>",UnusedImport,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0} imported but unused ; <class 'str'>  UnusedImport ; <class 'str'> E101 ; <class 'str'>,
121,MessageType,"E301 ; <class 'str'>, RedefinedWhileUnused ; <class 'str'>, redefinition of {0!r} from line {1.lineno!r} ; <class 'str'>",RedefinedWhileUnused,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, redefinition of {0!r} from line {1.lineno!r} ; <class 'str'>  RedefinedWhileUnused ; <class 'str'> E301 ; <class 'str'>,
122,MessageType,"E302 ; <class 'str'>, RedefinedInListComp ; <class 'str'>, list comprehension redefines {0!r} from line {1.lineno!r} ; <class 'str'>",RedefinedInListComp,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, list comprehension redefines {0!r} from line {1.lineno!r} ; <class 'str'>  RedefinedInListComp ; <class 'str'> E302 ; <class 'str'>,
123,MessageType,"E102 ; <class 'str'>, ImportShadowedByLoopVar ; <class 'str'>, import {0!r} from line {1.lineno!r} shadowed by loop variable ; <class 'str'>",ImportShadowedByLoopVar,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, import {0!r} from line {1.lineno!r} shadowed by loop variable ; <class 'str'>  ImportShadowedByLoopVar ; <class 'str'> E102 ; <class 'str'>,
124,MessageType,"E103 ; <class 'str'>, ImportStarUsed ; <class 'str'>, 'from {0!s} import *' used; unable to detect undefined names ; <class 'str'>, * ; <class 'str'>",ImportStarUsed,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,4, * ; <class 'str'>  'from {0!s} import *' used; unable to detect undefined names ; <class 'str'>  ImportStarUsed ; <class 'str'> E103 ; <class 'str'>,
125,MessageType,"E303 ; <class 'str'>, UndefinedName ; <class 'str'>, undefined name {0!r} ; <class 'str'>",UndefinedName,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, undefined name {0!r} ; <class 'str'>  UndefinedName ; <class 'str'> E303 ; <class 'str'>,
126,OffsetMessageType,"E401 ; <class 'str'>, DoctestSyntaxError ; <class 'str'>, syntax error in doctest ; <class 'str'>,  ; <class 'str'>",DoctestSyntaxError,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,OffsetMessageType,4,  ; <class 'str'>  syntax error in doctest ; <class 'str'>  DoctestSyntaxError ; <class 'str'> E401 ; <class 'str'>,
127,MessageType,"E304 ; <class 'str'>, UndefinedExport ; <class 'str'>, undefined name {0!r} in __all__ ; <class 'str'>",UndefinedExport,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, undefined name {0!r} in __all__ ; <class 'str'>  UndefinedExport ; <class 'str'> E304 ; <class 'str'>,
128,MessageType,"E305 ; <class 'str'>, UndefinedLocal ; <class 'str'>, local variable {0!r} (defined in enclosing scope on line {1.lineno!r}) referenced before assignment ; <class 'str'>",UndefinedLocal,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, local variable {0!r} (defined in enclosing scope on line {1.lineno!r}) referenced before assignment ; <class 'str'>  UndefinedLocal ; <class 'str'> E305 ; <class 'str'>,
129,MessageType,"E206 ; <class 'str'>, DuplicateArgument ; <class 'str'>, duplicate argument {0!r} in function definition ; <class 'str'>",DuplicateArgument,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, duplicate argument {0!r} in function definition ; <class 'str'>  DuplicateArgument ; <class 'str'> E206 ; <class 'str'>,
130,MessageType,"E306 ; <class 'str'>, Redefined ; <class 'str'>, redefinition of {0!r} from line {1.lineno!r} ; <class 'str'>",Redefined,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, redefinition of {0!r} from line {1.lineno!r} ; <class 'str'>  Redefined ; <class 'str'> E306 ; <class 'str'>,
131,MessageType,"E207 ; <class 'str'>, LateFutureImport ; <class 'str'>, future import(s) {0!r} after other statements ; <class 'str'>",LateFutureImport,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, future import(s) {0!r} after other statements ; <class 'str'>  LateFutureImport ; <class 'str'> E207 ; <class 'str'>,
132,MessageType,"E307 ; <class 'str'>, UnusedVariable ; <class 'str'>, local variable {0!r} is assigned to but never used ; <class 'str'>",UnusedVariable,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, local variable {0!r} is assigned to but never used ; <class 'str'>  UnusedVariable ; <class 'str'> E307 ; <class 'str'>,
133,MessageType,"E201 ; <class 'str'>, MultipleValuesForArgument ; <class 'str'>, {0!s}() got multiple values for argument {1!r} ; <class 'str'>",MultipleValuesForArgument,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0!s}() got multiple values for argument {1!r} ; <class 'str'>  MultipleValuesForArgument ; <class 'str'> E201 ; <class 'str'>,
134,MessageType,"E202 ; <class 'str'>, TooFewArguments ; <class 'str'>, {0!s}() takes at least {1:d} argument(s) ; <class 'str'>",TooFewArguments,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0!s}() takes at least {1:d} argument(s) ; <class 'str'>  TooFewArguments ; <class 'str'> E202 ; <class 'str'>,
135,MessageType,"E203 ; <class 'str'>, TooManyArguments ; <class 'str'>, {0!s}() takes at most {1:d} argument(s) ; <class 'str'>",TooManyArguments,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0!s}() takes at most {1:d} argument(s) ; <class 'str'>  TooManyArguments ; <class 'str'> E203 ; <class 'str'>,
136,MessageType,"E204 ; <class 'str'>, UnexpectedArgument ; <class 'str'>, {0!s}() got unexpected keyword argument: {1!r} ; <class 'str'>",UnexpectedArgument,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0!s}() got unexpected keyword argument: {1!r} ; <class 'str'>  UnexpectedArgument ; <class 'str'> E204 ; <class 'str'>,
137,MessageType,"E205 ; <class 'str'>, NeedKwOnlyArgument ; <class 'str'>, {0!s}() needs kw-only argument(s): {1!s} ; <class 'str'>",NeedKwOnlyArgument,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,3, {0!s}() needs kw-only argument(s): {1!s} ; <class 'str'>  NeedKwOnlyArgument ; <class 'str'> E205 ; <class 'str'>,
138,MessageType,"E208 ; <class 'str'>, ReturnWithArgsInsideGenerator ; <class 'str'>, 'return' with argument inside generator ; <class 'str'>, return ; <class 'str'>",ReturnWithArgsInsideGenerator,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,4, return ; <class 'str'>  'return' with argument inside generator ; <class 'str'>  ReturnWithArgsInsideGenerator ; <class 'str'> E208 ; <class 'str'>,
139,MessageType,"W101 ; <class 'str'>, BareExcept ; <class 'str'>, bare except used: this is dangerous and should be avoided ; <class 'str'>, except ; <class 'str'>",BareExcept,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,4, except ; <class 'str'>  bare except used: this is dangerous and should be avoided ; <class 'str'>  BareExcept ; <class 'str'> W101 ; <class 'str'>,
140,MessageType,"W201 ; <class 'str'>, FileSkipped ; <class 'str'>, Skipped because of the current configuration ; <class 'str'>, skipped ; <class 'str'>",FileSkipped,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,MessageType,4, skipped ; <class 'str'>  Skipped because of the current configuration ; <class 'str'>  FileSkipped ; <class 'str'> W201 ; <class 'str'>,
141,SyntaxErrorType,"E402 ; <class 'str'>, PythonSyntaxError ; <class 'str'>, {0!s} ; <class 'str'>,  ; <class 'str'>",PythonSyntaxError,D:\Testing\10\timothycrosley\frosted\frosted\messages.py,SyntaxErrorType,4,  ; <class 'str'>  {0!s} ; <class 'str'>  PythonSyntaxError ; <class 'str'> E402 ; <class 'str'>,
145,getattr,"socket ; <class 'str'>, AF_UNIX ;<class 'str'>, False ;<class 'bool'>",on_unix,D:\Testing\10\timothycrosley\hug\tests\test_use.py,getattr,3, False ;<class 'bool'>  AF_UNIX ;<class 'str'> socket ; <class 'str'>,
146,patterns," ; <class 'str'>, <ast.ListComp object at 0x0000022BADEBD130> ; <class 'ast.ListComp'>",urls,D:\Testing\10\timvideos\streaming-system\website\frontend\feeds.py,patterns,2, <ast.ListComp object at 0x0000022BADEBD130> ; <class 'ast.ListComp'>  ; <class 'str'>,
147,patterns," ; <class 'str'>, , , , , , ",urlpatterns,D:\Testing\10\timvideos\streaming-system\website\frontend\urls.py,patterns,7, ; <class 'str'>,
148,patterns," ; <class 'str'>, , , , , , , , , ",urlpatterns,D:\Testing\10\timvideos\streaming-system\website\tracker\urls.py,patterns,10, ; <class 'str'>,
149,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tinyerp\erppeek\docs\conf.py,insert,2,0 ; <class 'int'>,sys
152,"LOGGER,debug","Log level is %s ; <class 'str'>, LOG_LEVEL ; <class 'str'>",,D:\Testing\10\tipam\pi3d\pi3d\util\Log.py,debug,2, LOG_LEVEL ; <class 'str'> Log level is %s ; <class 'str'>,LOGGER
155,"sys,path,insert","0 ; <class 'int'>, test_dir ; <class 'str'>",,D:\Testing\10\Tivix\django-rest-auth\runtests.py,insert,2, test_dir ; <class 'str'> 0 ; <class 'int'>,sys
159,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tjguk\networkzero\docs\conf.py,insert,2,0 ; <class 'int'>,sys
161,print,"Chat hub found at ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\examples\chat\chat.py,print,2,Chat hub found at ; <class 'str'>,
162,print,"Chat hub found at ; <class 'str'>, hub ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\examples\chat\chat.py,print,2, hub ; <class 'str'> Chat hub found at ; <class 'str'>,
164,"nw0,send_message_to","hub ; <class 'str'>, List_value ; List",,D:\Testing\10\tjguk\networkzero\examples\chat\chat.py,send_message_to,2, List_value ; List hub ; <class 'str'>,nw0
165,print,"Hub on ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\examples\chat\hub.py,print,2,Hub on ; <class 'str'>,
166,print,"Hub on ; <class 'str'>, hub ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\examples\chat\hub.py,print,2, hub ; <class 'str'> Hub on ; <class 'str'>,
167,print,"Updates on ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\examples\chat\hub.py,print,2,Updates on ; <class 'str'>,
168,print,"Updates on ; <class 'str'>, updates ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\examples\chat\hub.py,print,2, updates ; <class 'str'> Updates on ; <class 'str'>,
170,print,"Chat updates found at ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\examples\chat\status.py,print,2,Chat updates found at ; <class 'str'>,
171,print,"Chat updates found at ; <class 'str'>, updates ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\examples\chat\status.py,print,2, updates ; <class 'str'> Chat updates found at ; <class 'str'>,
172,print,"About to bind to ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\trials\try-dealer.py,print,2,About to bind to ; <class 'str'>,
173,print,"About to bind to ; <class 'str'>, address ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\trials\try-dealer.py,print,2, address ; <class 'str'> About to bind to ; <class 'str'>,
174,print,"About to connect to ; <class 'str'>, ",,D:\Testing\10\tjguk\networkzero\trials\try-dealer.py,print,2,About to connect to ; <class 'str'>,
175,print,"About to connect to ; <class 'str'>, address ; <class 'str'>",,D:\Testing\10\tjguk\networkzero\trials\try-dealer.py,print,2, address ; <class 'str'> About to connect to ; <class 'str'>,
198,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tjguk\winsys\docs\conf.py,insert,2,0 ; <class 'int'>,sys
208,property,"get_application_name ; <class 'str'>, set_application_name ; <class 'str'>",application_name,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_application_name ; <class 'str'>, set_application_name ; <class 'str'>",
209,property,"get_parameters ; <class 'str'>, set_parameters ; <class 'str'>",parameters,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_parameters ; <class 'str'>, set_parameters ; <class 'str'>",
210,property,"get_working_directory ; <class 'str'>, set_working_directory ; <class 'str'>",working_directory,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_working_directory ; <class 'str'>, set_working_directory ; <class 'str'>",
211,property,"get_priority ; <class 'str'>, set_priority ; <class 'str'>",priority,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_priority ; <class 'str'>, set_priority ; <class 'str'>",
212,property,"get_task_flags ; <class 'str'>, set_task_flags ; <class 'str'>",task_flags,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_task_flags ; <class 'str'>, set_task_flags ; <class 'str'>",
213,property,"get_max_run_time ; <class 'str'>, set_max_run_time ; <class 'str'>",max_run_time,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_max_run_time ; <class 'str'>, set_max_run_time ; <class 'str'>",
214,property,"get_comment ; <class 'str'>, set_comment ; <class 'str'>",comment,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_comment ; <class 'str'>, set_comment ; <class 'str'>",
215,property,"get_creator ; <class 'str'>, set_creator ; <class 'str'>",creator,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_creator ; <class 'str'>, set_creator ; <class 'str'>",
216,property,"get_account_information ; <class 'str'>, set_account_information ; <class 'str'>",account_information,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_account_information ; <class 'str'>, set_account_information ; <class 'str'>",
217,property,"get_work_item_data ; <class 'str'>, set_work_item_data ; <class 'str'>",work_item_data,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_work_item_data ; <class 'str'>, set_work_item_data ; <class 'str'>",
220,property,"get_idle_wait ; <class 'str'>, set_idle_wait ; <class 'str'>",idle_wait,D:\Testing\10\tjguk\winsys\winsys\scheduled_tasks.py,property,2,"get_idle_wait ; <class 'str'>, set_idle_wait ; <class 'str'>",
223,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tkaemming\django-subdomains\docs\conf.py,insert,2,0 ; <class 'int'>,sys
225,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tkf\orgviz\doc\source\conf.py,insert,2,0 ; <class 'int'>,sys
231,"sys,path,insert","0 ; <class 'int'>, ",,D:\Testing\10\tmaesaka\python-kyototycoon\tests\config.py,insert,2,0 ; <class 'int'>,sys
